image_name| comment_number| comment|Translated_Comment
7422429952.jpg| 2| Two people are fencing in a gymnasium .|Хоёр хүн биеийн тамирын зааланд хашаа барьж байна.
7665388772.jpg| 4| A young man wearing a helmet rides a skateboard on a ramp .|Дуулга өмссөн залуу нь налуу зам дээр тэшүүр унадаг.
4922680345.jpg| 3| A woman reads her book at a local city park .|Эмэгтэй хүн түүний номыг орон нутгийн хотын цэцэрлэгт хүрээлэнд уншдаг.
2525666287.jpg| 2| soldiers 2 and civillians sitting on a bench at a busstop|Цэргүүд 2, энгийн иргэд Автобусны зогсоол дээр вандан сандал дээр сууж байв
3655103576.jpg| 1| A group of people are standing outside near a green tent .|Бүлэг хүмүүс ногоон майханд ойрхон зогсож байна.
3621647714.jpg| 0| A man is standing on snow with trees and mountains all around him .|Эрэгтэй хүн цастай, түүний эргэн тойронд цас, ууланд цастай зогсож байна.
3812087947.jpg| 0| A man in shorts , a gray t-shirt and backwards baseball cap reclines in front of a campfire as a young boy in blue and small girl in pink sit eating nearby .|Богинохон хүн, саарал футболк, арагшаа бейсболын малгай нь ойролцоох ягаан, жижиг охины өмнө цэнхэр, жижиг охин
6354735653.jpg| 0| Shirtless young man rock climbing up the face of cliff looking for the next handhold .|Цамцгүй залуу эр хадны нүүрний нүүрэн дээр авирч, дараагийн гарын авлагыг хайж олох.
4457893259.jpg| 2| A man playing with a toddler in his yard .|Хашаандаа хөлөөрөө тоглож байгаа хүн.
2367139509.jpg| 0| A dog with a red collar runs in a forest in the middle of winter .|Өвлийн дунд улаан хүзүүвчтэй нохойтой нохой.
1628398329.jpg| 0| A man in an orange shirt and blue pants standing underneath trees along with other people around him .|Улбар шар өнгийн цамц, цэнхэр өмд нь түүний эргэн тойрон дахь бусад хүмүүстэй хамт зогсож байв.
3506560025.jpg| 2| A lady looks to her right and holds a mini camera .|
2247645547.jpg| 2| Women in dresses touch up their makeup in front of mirrors in a dressing room .|Хувцаслалт дахь эмэгтэйчүүд хувцас солих өрөөнд толин тусгалын урд нүүрээ дээшлүүл.
2219805467.jpg| 4| A tan dog runs at the beach carrying a yellow ball .|Тан нохой шар бөмбөг авч явдаг далайн эрэг дээр гүйдэг.
7052724381.jpg| 3| Two feet and a surfboard emerging from a wave .|Хоёр фут ба долгионоос гарч ирж буй гадаргуу.
938162709.jpg| 4| Lone skier walks through the snow .|Ганцаарчилсан цанаар гулгаж цасаар алхдаг.
3532593368.jpg| 1| a large group of people rasing their hands in the air all at once .|Нээрээ олон хүн гараа агаарт гараа агаарт гарав.
3279150949.jpg| 0| Young Asian male , with black hair , wearing a red shirt , green shorts , standing on a thick plank of wood , sawing the wood in half .|Залуу ази эр, улаан цамцтай, улаан цамц өмссөн, улаан цамц, ногоон шорт өмссөн, модны өтгөн, модны өтгөн банзал өмсөж, модыг хагасаар нь харсан.
6214447.jpg| 3| A man is videotaping another man as he rakes sand on the beach .|Эрэгтэй хүн далайн эрэг дээр элсэн элсэнд орж байхдаа өөр хүнтэй видео бичлэг хийдэг.
5432374521.jpg| 1| A crowd of women and children being frightened by something in the sky .|Тэнгэрт ямар нэгэн зүйл, хүүхдүүдээс айдаг.
4138721052.jpg| 4| A man in a black hat with a green stripe plays the accordion .|Ногоон тууз бүхий хар малгайтай хүн лагеригийг тоглодог.
3106026005.jpg| 0| A man wearing an orange cap sits on a white bench beside a blue trashcan .|Улбар шар өнгийн малгай өмссөн эр Цэнхэр хогийн савны дэргэд цагаан вандан сандал дээр сууж байна.
4755277286.jpg| 0| Two women on a city street speak to another woman with purple hair who is wearing a cowboy hat , and nipple pasties and carrying a guitar .|Хотын гудамжинд хоёр эмэгтэй хүн ковбой малгай өмсөж, хөхний малгай өмссөн ягаан үстэй өөр эмэгтэйтэй хамт ярьдаг.
1465666502.jpg| 3| A black dog with a red collar retrieving a stick from deep water .|Улаан хүзүүвчтэй улаан хүзүүтэй хар нохой.
3362086744.jpg| 3| A man is throwing a ball across the field .|Хүн талбай дээр бөмбөг шидэж байна.
3111261053.jpg| 0| The interior of an oriental restaurant with chandeliers , and a group of diners seated at a table .|Дорно дахины рестораны дотоод зоогийн газар, ширээн дээр суусан хэсэг.
3691592651.jpg| 4| People climb on a structure near water .|Хүмүүс усны ойролцоо бүтэц дээр авирдаг.
3154528397.jpg| 3| A skier flies through the air .|Цэнэглэгч агаарт нисдэг.
6193474428.jpg| 1| A gentleman driving a blue car with the number 27 on it in race gear .|Ньтенчмен нь уралдааны араа дээр 27 дугаартай цэнхэр машин жолооддог.
2371313211.jpg| 0| A woman who is fixing her computer while showing her daughter what it is doing .|Охиноо харуулж байгаа эмэгтэйг түүний охиноо харуулж байгаа эмэгтэй.
3284955091.jpg| 1| a long snowboarder jumping over a barricade outside in the snow .|Цасанд гадаа баррикадин дээр үсэрч буй урт цасан урлалчин.
4725650100.jpg| 0| People enjoy shopping fresh produce at a farmers market .|Хүмүүс фермерүүдийн зах зээл дээр шинэхэн бүтээгдэхүүн үйлдвэрлэх дуртай байдаг.
44904567.jpg| 0| A middle-aged man is getting his head completely shaved by another middle-aged man with hair .|Дунд насны хүн толгойгоо үстэй, үстэй өөр нэг залуу настай эрээр хусаж байна.
4966606312.jpg| 4| Several people walk past a mirrored pillar in a public concourse .|Нийтийн тоогоор дамжуулан олон нийтийн тосгоны баганад явдаг.
2943079526.jpg| 2| A man on the subway holds his bags and looks at a book .|
1563984945.jpg| 4| a person bending over a child in a restaurant|Ресторанд хүүхэд дээгүүр гулзайлсан хүн
2695298213.jpg| 0| In an outdoor scene on a sunny day , a group of young adult males wearing colorful T-shirts walks behind a woman wearing sunglasses , a black tank-top , and blue shorts .|Нартай өдөр нартай өдөр, залуу насанд хүрэгчдийн эрчүүдэд зориулсан залуу насанд хүрсэн эрэгтэйчүүдэд нарны шил зүүж, хар танк, цэнхэр шорт өмсдөг эмэгтэй.
3374054694.jpg| 1| A large black and white dog jumps up to get something held by a woman wearing a black jacket .|Том хар, цагаан нохой нь хар хүрэм өмссөн эмэгтэйд ямар нэгэн зүйл олж авахаар үсрэв.
5925544338.jpg| 0| An old man , likely a blacksmith , is welding a tool , seen by the red hot scorching look of it .|Хөгшин хүн, Плотсмит, магадгүй улаан халуун цэврүүг харуулсан багаж хэрэгслийг гагнаж байна.
